DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
120503;2;68;68001;1;15;1;1;32;1;3;2;1;1;2;4;4;4;4;4;4;4;4;3;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;4;4;3;;2;2;2;2;1;2;5;1;;;;;;;;1;3;5;;1;2;2;2;2;1;2;2;2;14;;;;;20;;;;6;3;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
120504;2;05;05001;1;10;2;1;60;1;3;1;1;3;2;4;4;3;3;4;4;4;4;4;1;;1;;;;;;;;;3;1;;1;2;2;2;2;2;;;;;2;7;;49;1;3;;2;2;1;2;2;2;3;;1;1;1;;1;1;1;1;2;1;;1;1;1;2;2;1;2;1;1;12;15;15;;;15;;20;12;6;1;1;1;;;;;;;;;;1;1;1;1;1;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120505;1;17;17001;1;08;4;1;30;1;5;1;1;1;2;4;4;4;4;3;4;4;4;4;1;;;;;;;;1;;;9;;;2;2;2;2;2;;;;;;1;1;;10;1;3;;2;2;2;2;2;2;;;;;;;;;;2;1;5;;1;2;2;1;2;1;2;2;2;18;;;18;;20;;;;6;1;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;1;2;1;1;;;;;;;;;;1
120506;1;76;76001;1;04;1;1;36;1;3;2;1;1;2;4;4;2;2;4;4;4;4;2;2;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;1;1;;17;1;3;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;2;1;2;2;1;2;1;2;13;;16;;;20;;16;;6;1;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120507;1;68;68001;1;15;1;1;41;1;5;2;1;1;1;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;1;;;;;2;1;7;;26;1;9;;2;1;2;2;2;2;2;;1;;;;;;;1;4;5;;1;2;2;2;2;1;2;2;2;18;;;;;30;;;;6;2;2;;;;;;;;;;;1;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120508;1;05;05001;1;10;2;1;39;2;3;1;1;1;2;3;3;2;2;3;3;3;2;3;1;1;;;;;;;;;;10;;;2;2;2;2;2;;;;;;1;3;;31;9;3;;1;2;1;2;2;2;3;;1;1;;;;;;2;13;4;;1;2;1;2;2;2;2;2;2;8;;8;;;;;;;3;;2;;;;;;;;;;;1;1;1;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120509;1;17;17001;1;08;4;1;43;1;3;2;1;1;2;1;4;4;4;4;4;4;4;4;1;;1;;;;;;;;;11;;;2;2;2;2;2;;;;;;2;7;;2;7;7;;2;2;2;2;2;2;;;;;;;;;;1;4;2;;1;2;1;2;2;2;2;2;2;12;;30;;;;;;;3;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;1;2;2;2;1;;;;;;;;;;1
120510;1;17;17001;1;03;4;1;39;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;15;2;9;;2;2;2;2;2;1;6;1;1;;;;;;;1;1;1;;2;2;2;2;2;1;2;2;2;;;;;;10;;;;6;2;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120511;2;76;76001;1;09;1;1;56;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;2;5;8;;1;2;2;2;2;2;1;1;;;;;;;;1;4;9;;2;1;2;2;2;2;2;2;2;;16;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120512;1;17;17001;1;04;4;1;31;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;10;5;1;;1;1;1;2;2;2;1;1;1;;;;;1;1;1;3;4;;1;1;2;2;2;1;2;1;1;16;20;;;;21;;15;16;6;1;1;1;;;;;;;;;;2;2;2;1;1;2;2;;1;2;2;1;1;1;;;;;;;;;;1
120513;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;60;1;;;;;;;1
120514;1;76;76001;1;03;1;1;36;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;2;1;9;;2;1;2;2;1;2;2;1;1;;;;;;;1;3;5;;2;2;1;2;2;1;2;2;2;;;19;;;24;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120515;1;05;05001;1;10;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;68;;;;;1;;;1
120516;2;76;76001;1;03;1;1;36;1;3;1;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;33;1;9;;2;1;2;2;2;2;2;1;1;;;;;;;1;13;4;;1;2;1;2;2;1;2;2;2;9;;9;;;12;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;1;2;2;1;;;;;;;;;;1
120517;1;17;17001;1;08;4;1;46;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;20;2;3;;2;2;1;2;2;2;3;;;;;;;;1;1;4;5;;1;1;2;2;2;1;2;2;2;20;20;;;;20;;;;6;1;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120519;2;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;1;;;1;;;;1
120520;1;68;68001;1;03;2;1;36;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;1;;;;;;;;;;1;1;;2;2;2;2;2;;;;;;1;1;;1;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;2;1;2;2;1;2;2;2;18;;20;;;20;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
120522;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;40;;;;1;;;;1
120523;2;76;76001;1;03;1;1;22;1;5;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;9;;6;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;2;2;1;1;2;1;2;2;2;;;15;15;;17;;;;4;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120524;1;05;05001;1;10;2;1;50;1;3;1;1;3;2;3;4;3;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;3;;15;11;3;;2;2;1;2;2;2;3;;1;1;1;;;1;1;1;3;1;;2;2;2;2;1;1;2;2;2;;;;;25;25;;;;6;2;1;1;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;1;2;1;;;;;;;;;;1
120525;1;17;17001;1;08;4;1;36;1;3;1;1;1;2;4;4;4;4;3;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;5;11;1;;2;1;2;2;2;2;2;;1;;;;;;;1;4;5;;1;2;2;2;2;1;2;2;2;14;;;;;28;;;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120526;1;76;76001;1;04;1;1;44;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;32;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;2;1;1;2;2;2;2;;;;12;15;;;;;5;;1;1;;;;;;;;;;1;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120527;2;05;05001;1;12;1;1;50;1;3;1;1;1;2;4;3;4;4;4;4;4;1;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;10;;12;7;1;;2;2;2;1;2;2;4;;1;;;;;;;1;2;5;;1;2;2;2;2;1;2;2;2;15;;;;;15;;;;6;2;1;2;;;;;;;1;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120529;1;17;17001;1;08;1;1;40;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;10;2;1;;1;1;1;1;1;1;1;;1;;;;;;;1;2;9;;2;2;2;2;2;1;2;2;2;;;;;;20;;;;6;1;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120530;1;76;76001;1;03;1;1;30;1;3;2;1;1;1;3;4;3;4;3;4;4;3;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1;;19;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;1;1;1;1;1;1;2;2;11;15;14;11;16;11;18;;;7;;1;2;;;1;;;;;;;1;1;1;1;1;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120531;2;68;68001;1;15;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;56;1;;;;;;;1
120532;1;17;17001;1;02;1;1;43;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;15;1;1;;1;2;1;2;2;2;1;1;1;;;;;1;1;1;2;1;;2;2;1;2;2;2;2;2;2;;;6;;;;;;;3;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;2;;;;;;;;;;1
120533;1;76;76001;1;04;1;1;36;1;3;2;1;1;2;4;2;4;2;2;4;4;4;3;2;;;;;;;;;;;;;;1;2;2;2;2;1;;;;;1;2;;7;1;8;;1;2;2;2;2;2;1;;1;;;;;1;;1;2;1;;2;2;2;1;2;2;2;2;2;;;;29;;;;;;4;;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120534;1;17;17001;1;08;4;1;37;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;29;1;3;;2;1;1;2;2;2;2;;1;;1;;;;;2;13;4;;1;2;2;1;2;1;2;2;2;29;;;29;;29;;;;6;2;2;;;;;;;;;;;2;2;1;2;2;2;1;;2;2;1;2;2;1;;;;;;;;;;1
120535;2;76;76001;1;03;2;1;35;1;3;2;1;1;2;4;4;3;4;4;3;4;4;4;1;;;;;;;;1;;;10;;;2;2;2;2;2;;;;;;2;1;;20;1;1;;1;2;1;1;2;2;3;;1;;;;;;1;1;3;6;;1;2;2;2;2;1;1;2;1;17;;;;;17;25;;17;6;1;1;1;;;;;;;;;;1;2;1;2;2;2;1;;1;2;2;2;1;1;;;;;;;;;;1
120536;2;05;05001;1;10;2;1;51;1;3;1;1;3;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;25;9;9;;2;2;1;2;2;2;3;;;1;;;;;;1;4;5;;1;1;2;2;2;1;2;2;2;10;10;;;;10;;;;6;1;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120537;1;68;68001;1;03;2;1;25;1;5;2;1;3;2;4;4;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;4;;6;1;9;;2;2;1;2;1;2;3;;1;1;1;;1;;1;1;2;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;2;1;;;;;;;;;1;1;1;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
120538;2;76;76001;1;09;1;1;37;1;3;1;1;1;1;4;4;2;4;4;3;4;4;3;1;1;1;;;1;;;1;;;11;;;2;2;2;2;2;;;;;;1;7;;9;11;3;;1;1;2;2;1;2;1;1;1;;;;1;;1;2;13;9;;1;2;1;2;2;1;2;2;2;28;;35;;;36;;;;6;2;2;;;;;;;;;;;1;2;2;2;2;2;1;;1;2;1;1;2;4;;;;;;;;;;1
120539;1;76;76001;1;03;1;1;30;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;15;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;1;1;2;2;1;1;2;2;;12;10;;;13;16;;;6;1;1;1;;;;;;;;;;1;2;1;2;2;2;1;;1;2;1;1;1;1;;;;;;;;;;1
120541;2;05;05001;1;10;2;1;31;2;3;2;1;3;2;4;4;2;3;4;4;4;4;2;1;;;;;;1;;;;;3;1;;2;2;2;2;2;;;;;;2;1;;22;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;2;2;2;1;2;2;1;2;8;;;;15;;;18;;5;;1;1;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
120542;2;76;76001;1;03;2;1;26;2;3;1;1;1;2;4;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;10;2;1;;1;2;1;2;1;2;1;;1;1;;;;;;2;13;1;;1;2;1;2;2;1;2;1;2;16;;16;;;16;;16;;6;1;2;;;;;;;;;;;1;1;1;2;1;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120543;1;76;76001;1;09;1;1;52;1;3;1;1;2;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;10;2;1;;1;2;1;2;2;2;1;1;1;1;;;;;1;1;6;5;;1;2;2;2;2;1;2;2;2;22;;;;;25;;;;1;;1;2;;;;;;;1;;;1;1;2;2;2;2;2;;2;2;2;2;1;1;;;;;;;;;;1
120544;1;68;68001;1;02;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;40;;;;1;;;;1
120545;2;05;05001;1;10;2;1;58;1;3;1;1;3;2;4;4;4;4;4;4;4;4;4;1;;;;;;1;;;1;;1;1;;2;2;2;1;2;;;;1;;2;10;;25;1;9;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;1;3;5;;1;2;2;2;2;1;2;2;2;18;;;;;35;;;;6;3;1;1;;;;;;;;;;2;2;1;1;2;2;1;;2;2;2;1;1;1;;;;;;;;;;1
120546;1;76;76001;1;03;1;1;69;1;3;1;1;1;2;4;4;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;2;4;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;2;1;2;2;2;2;2;2;;;20;;;;;;;3;;1;2;;;;;;;;1;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120547;2;76;76001;1;03;1;1;61;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;2;4;3;;2;1;2;2;2;2;2;;;;1;;;;;1;3;5;;1;2;2;2;2;1;2;2;2;59;;;;;59;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120548;1;76;76001;1;03;1;1;61;1;3;2;1;1;2;4;4;4;4;4;4;4;3;3;2;;;;;;;;;;;;;;2;2;2;1;2;;;;2;;1;1;;20;2;9;;2;2;2;2;2;2;;;;;;;;;;1;2;1;;1;2;2;2;2;1;2;2;2;23;;;;;23;;;;6;2;1;1;;;;;;;;;;2;2;2;2;1;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120549;1;68;68001;1;03;2;1;51;1;3;2;1;1;2;4;3;2;4;2;4;4;2;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;5;;3;4;9;;2;1;2;2;2;2;2;;1;;;;;;1;1;2;1;;2;1;1;2;2;2;2;2;2;;13;13;;;;;;;3;;2;;;;;;;;;;;1;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120550;2;76;76001;1;03;1;1;41;1;3;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;10;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;1;2;2;1;2;2;2;;;15;;;25;;;;6;2;2;;;;;;;;;;;1;2;1;2;2;2;1;;2;2;2;2;1;1;;;;;;;;;;1
120551;2;05;05001;1;10;2;1;54;1;3;1;1;3;2;4;4;3;1;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;2;11;9;;2;2;2;2;2;2;;;;;;;;;;1;3;1;;1;1;2;2;2;1;2;2;2;14;14;;;;20;;;;6;1;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120553;1;68;68001;1;03;2;1;41;2;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;14;7;2;;2;1;1;1;1;2;2;;1;;;;;1;1;1;3;4;;1;1;1;2;2;1;2;2;2;15;15;27;;;27;;;;6;4;2;;;;;;;;;;;1;1;1;1;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120554;2;76;76001;1;03;1;1;40;2;3;1;1;1;2;4;4;2;4;2;3;4;4;3;2;;;;;;;;;;;;;;2;2;2;1;1;;;;1;1;1;7;;10;2;1;;2;2;2;1;2;2;4;;1;1;;;;1;1;1;3;5;;1;2;2;2;2;1;2;2;2;20;;;;;10;;;;6;3;2;;;;;;;;;;;2;2;2;2;2;2;2;;1;2;2;2;2;1;;;;;;;;;;1
120555;1;17;17001;1;02;1;1;46;1;3;2;1;1;2;4;4;3;4;4;4;4;4;4;2;;;;;;;;;;;;;;1;2;2;2;2;2;;;;;1;7;;24;1;9;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;1;1;2;2;2;1;2;2;2;13;32;;;;16;;;;1;;1;1;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120556;2;76;76001;1;03;2;1;33;1;6;2;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1;;23;1;9;;2;2;2;2;2;2;;;;;;;;;;2;13;9;;1;2;1;2;2;1;2;2;2;12;;15;;;25;;;;3;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120557;2;68;68001;1;04;1;1;25;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;2;1;;10;1;5;;2;2;2;2;2;2;;;;;;;;;;1;3;4;;1;2;1;2;2;1;2;2;2;15;;10;;;15;;;;6;1;1;2;;;;;;;;1;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120558;1;68;68001;1;03;2;1;44;1;3;2;1;1;2;4;4;4;3;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;4;;12;1;3;;1;1;1;2;1;2;5;;1;;;;;;;1;4;1;;1;1;1;1;2;2;2;2;2;7;7;7;7;;;;;;4;;2;;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120559;1;05;05001;1;10;2;1;30;2;5;2;1;3;2;4;2;2;4;4;3;4;2;4;1;;;;;;;;;;1;1;1;;1;1;2;2;2;1;1;;;;1;2;;15;2;9;;2;2;1;2;2;2;3;;1;1;1;1;1;1;1;2;2;9;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;1;2;2;2;2;2;1;;1;2;1;1;2;1;;;;;;;;;;1
120560;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;59;;1;;;;;;1
120562;1;17;17001;1;08;4;1;66;1;3;2;1;1;2;4;4;2;4;4;4;4;4;4;1;1;;;;;;;;;;3;1;;2;2;2;2;2;;;;;;2;7;;10;7;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;1;1;2;2;2;2;2;2;2;9;9;;;;;;;;2;;2;;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;4;;;;;;;;;;1
120563;2;68;68001;1;15;1;1;57;1;3;2;1;1;1;4;4;2;2;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;7;;1;9;9;;2;2;2;2;1;1;5;1;1;1;1;1;1;1;1;1;5;4;;2;1;2;2;2;2;2;2;2;;56;;;;;;;;2;;2;;;;;;;;;;;2;2;1;2;2;1;2;;2;2;2;1;1;1;;;;;;;;;;1
120565;1;68;68001;1;02;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;39;;;;1;;;;1
120567;2;76;76001;1;03;2;1;58;1;3;2;1;3;2;4;4;3;3;2;4;4;4;3;1;;1;;;;1;;;1;;3;1;;2;2;2;2;2;;;;;;1;2;;19;9;9;;2;1;2;1;2;2;4;1;1;1;1;;;;1;1;3;1;;2;2;1;2;2;1;2;2;2;;;39;;;42;;;;3;;1;1;;;;;;;;;;2;2;2;2;1;1;1;;1;2;1;1;1;1;;;;;;;;;;1
120568;1;76;76001;1;09;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;40;;;;;1;;;1
120569;1;76;76001;1;03;1;1;57;1;3;1;1;1;1;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;2;;2;2;3;;2;2;2;2;2;2;;;;;;;;;;1;3;5;;2;2;2;2;2;1;2;2;2;;;;;;20;;;;6;2;2;;;;;;;;;;;2;2;2;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120570;1;68;68001;1;14;2;1;55;1;3;2;1;1;2;4;4;2;4;4;4;4;4;2;2;;;;;;;;;;;;;;1;1;2;2;2;1;1;;;;1;10;;40;5;5;;1;2;2;1;2;2;4;;1;1;1;1;1;1;1;1;3;5;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;1;1;;;;;;;;;;2;2;2;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120571;1;68;68001;1;03;2;1;50;1;3;1;1;1;2;4;4;2;4;4;4;4;2;4;1;;;;;;;;;;1;11;;;1;2;1;2;2;2;;2;;;1;7;;9;1;9;;2;1;1;2;1;2;3;;1;;;;1;;;2;13;5;;1;2;2;1;2;1;2;1;2;20;;;20;;21;;21;;6;2;1;1;;;;;;;;;;1;1;1;2;1;2;1;;2;2;2;1;1;1;;;;;;;;;;1
120572;1;76;76001;1;03;1;1;55;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;2;;;;;;;;;;;;;;2;2;2;2;2;;;;;;1;1;;8;1;9;;2;2;2;2;2;2;;;;;;;;;;1;2;5;;2;1;2;2;2;1;2;2;2;;10;;;;16;;;;6;1;1;1;;;;;;;;;;1;1;1;2;2;2;1;;1;2;2;1;1;1;;;;;;;;;;1
120573;2;68;68001;1;15;1;1;37;1;3;1;1;1;2;4;4;4;4;4;4;4;4;4;1;;1;;;;;;;;;10;;;2;2;2;2;2;;;;;;1;7;;15;5;9;;2;2;2;1;2;2;4;;1;;;;;1;1;1;2;4;;2;2;2;2;2;2;2;2;2;;;;;;;;;;;;2;;;;;;;;;;;1;2;1;2;2;2;2;;1;2;2;2;1;1;;;;;;;;;;1
120574;1;17;17001;1;02;1;1;28;1;3;2;1;1;2;4;4;4;4;4;4;4;4;4;1;;;;;;;;1;;;10;;;2;2;2;2;2;;;;;;2;1;;7;4;1;;2;2;1;2;2;2;3;;;;;;;1;;1;3;5;;1;2;2;2;2;1;2;2;2;10;;;;;22;;;;6;1;1;1;;;;;;;;;;2;2;1;2;2;2;2;;2;2;2;2;2;1;;;;;;;;;;1
120575;1;17;17001;1;08;4;1;59;1;3;2;1;1;2;3;3;3;3;3;4;4;4;3;1;;;;;;;;;;1;3;1;;2;2;2;2;2;;;;;;1;3;;19;5;3;;1;2;2;2;2;2;1;1;1;;;;;;1;1;2;5;;1;1;1;2;2;2;2;2;2;12;12;40;;;;;;;1;;1;1;;;;;;;;;;2;2;1;2;2;2;1;;2;2;2;2;2;1;;;;;;;;;;1
120576;1;76;76001;1;03;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;28;;1;;;;;;1
120577;1;68;68001;1;14;2;1;32;1;3;1;1;3;2;4;4;4;3;3;3;4;4;4;1;;;1;;;;;;1;;1;1;;2;2;2;2;2;;;;;;1;1;;16;1;1;;1;2;1;1;2;2;4;;1;1;1;;1;1;1;2;2;1;;1;1;2;1;2;2;2;1;2;16;20;;17;;;;20;;4;;1;1;;;;;;;;;;1;2;1;2;2;2;1;;2;2;2;1;1;1;;;;;;;;;;1
